0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69
8575.369719781742,3070.5249705105516,-5834.143007300741,6041.9038495973455,896.1437749443907,1417.6939648473558,-485.81263901494845,765.2738345322455,-1207.929460816713,-1121.7593444385407,36.2468000172281,-127.4769546641752,1015.9718337446635,785.8796460346964,10.611032544873405,-1092.751833894921,-1224.0288277235531,895.8846259876825,-7597.911059152759,-913.914141307942,-4352.079192100992,-3911.2319135437033,-5378.322316437424,1197.6252658957653,-3560.5487639119715,-1453.5085673424344,-771.2941335932506,-1936.8281624208369,1385.610792144451,-2020.9212596122,2653.015592313205,-999.9503008664993,-3138.3828919974494,193.21363258403258,-1335.5412194648284,-5956.034939698663,-569.3863091217087,3023.943886848094,-2867.8596792411736,9978.148824803533,-9011.333291478586,-8508.661229028057,-3290.6494011068903,4834.2282314735985,1739.0872667688204,-6474.566567354511,62.34007997206825,-2982.759431586953,4025.8651000896925,-20015.38359293826,863.1143118782458,4304.748570366149,-3000.5580955613677,-35475.09336789577,16940.84622025178,76778.62562616536,3089.1746581381676,-36147.564676081034,-9778.856637351206,-46369.7399470841,258.117606895387,14700.347795010419,1958.6459581770073,-10313.205052030398,4081.03186921846,-5209.716191175861,-3138.70117432875,-1018.3591231010088,-4569.79190974358,-6887.447275529362
9679.597132449398,1825.457558767381,-5874.524261820632,5774.953070957246,456.27652813618556,-187.32611806261693,-548.0189053638475,233.02954408495637,-801.6212627174092,-708.5713362901205,1156.9525151483513,-359.8829474849319,171.5200409316581,252.18610463970194,-230.7258418521525,-1296.12759479163,209.84114485383336,542.6966835115023,-7246.75380411099,-1712.2903044992265,-1997.9688938287334,-2118.957151156522,-6304.600779205814,-430.4743952324573,-3937.879529800566,-1211.2719599079364,-1888.3408736550325,-3983.013446775932,795.5995507387411,-265.1181372183329,-1895.745487494869,-443.9974769606944,-2727.358628279073,-2222.7779765767013,1297.3132486896673,-6174.771057884261,-170.56620925432705,-3333.926080929857,3077.091920568688,3606.7280195141975,-3378.978295949817,-6347.826718676666,-834.9387732330533,-4596.376333657795,-1283.5229626692815,-5274.919675810309,-10234.807846220563,-4108.049969004931,-5259.7966407261465,-12179.1160435042,-6337.309432943642,-6429.632046644849,15199.777059649014,-36862.46643874441,-23546.997301571548,12889.109092167073,-33647.25630049664,88098.74078265663,10784.895088502062,-17383.596788866107,-1105.9072162905468,4005.2167751419447,2149.134727979827,6729.341700820418,5223.231334309485,4851.38372222634,-906.5519461102599,753.210035674404,-1781.3643710129425,-5430.509157836478
5140.225289140608,1010.2053232461407,-5248.842178737494,6767.7530439873635,585.3023077499101,516.7855634535292,-1304.903071770158,-178.35095128285298,-106.11856645178842,380.21738229767334,1076.69986681583,-3.1079706041592368,22.10519801150243,1446.3133241981957,1186.8992213602253,-734.0885679030807,1055.8094853202037,337.0009744150028,-6930.796712751688,-1010.8590413691794,-2233.6755775772717,-3843.392738804547,-5251.041348877346,862.7198542670124,-5231.78578018652,-301.13909808606985,-3708.078719702323,-2083.8014026358055,-503.8392605976785,1035.9382500671225,2349.437822966314,-5441.4880971949415,-1399.438047391694,-8533.028939185238,2448.822446169868,-15436.156483717667,3035.15005019872,1049.4665584289605,-4197.318137528432,13661.05112724797,-7471.799159552742,-6991.657850618916,9148.447678282104,-9060.3306275458,6638.559330787041,-36278.727572376105,61948.64212970311,-67796.34547785607,-24049.948945734846,33186.48162405092,20143.166647426508,1353.0283886125328,-2879.240761753131,10113.328390034896,708.3818196951233,-5556.515370037671,-5862.5316155752,1440.2236140355903,-175.90948649429708,-8040.205236537812,2259.1228723743257,4081.514699480297,-1819.467996627895,-663.4677824554972,2213.522833669001,-1075.4889217355294,-838.5998038180805,223.4909128221678,-440.776344266668,-528.6927881746952
11143.616299461411,3326.860326545329,-6677.077579096993,6730.435734351393,868.376165006885,933.0537881675457,-1822.8581296264877,327.48965660140624,-1922.7837098044515,-642.2300056081936,691.9603278586004,126.02895010241892,18.454310433500567,1176.3113201360043,-17.652444378895687,-788.0451619627719,-51.09718341046601,616.2625276580885,-7757.954992258116,-1718.3712657463361,-3011.9753926619414,-3940.8474487940043,-7443.311375030306,505.8093296735088,-3920.99826020277,-2100.8806579726684,-2433.7476573728472,-3171.6307764557823,-1338.5186704724283,-756.2505260039871,2193.507760031713,404.4150480856635,-1517.792266551933,-3239.6616329649,-2532.4991196454503,-2165.9120967880467,-239.6661979650344,1404.1638425583546,-4121.039918288093,7353.6166810090035,-3295.468448979845,-4781.677954685699,321.74813055268305,-543.2365393771838,-1369.3851238711713,-3352.825885931258,-2707.0702327757917,-1298.3745892551015,12.377788114789285,-9454.01428583038,1789.4656538845109,-2342.682301259036,1086.292009000442,-6767.229161054723,-2007.1100080770136,8847.00919966364,-6228.22339530604,-7180.1026285768285,1778.13232036651,69449.83308554238,-25003.306511783863,68772.81444105225,16590.965215750184,1617.6544689954565,21805.590825133786,-6436.197924500445,-9132.980910931174,578.2600746097469,-788.0462105158834,-15668.102208238544
-2544.0112358463216,678.7615925515481,-4078.72501884663,8763.53324310218,1362.6670680044413,1398.8620803955587,-737.0080359980732,-153.169863435808,-997.5348215438728,-872.013538292247,-332.3215631542689,-634.4458237925274,-450.0501613753544,2088.668218893351,-53.282402379873176,-708.7881508745535,-936.3880889800522,2351.5861804462024,-8474.209517227398,-1560.4115370577274,-2024.1397644689787,-4469.606424702064,-6249.656213804387,-1901.647518184454,-6255.082467102289,-10046.386869374022,-7449.69018271003,-5272.37981377529,-20168.949465647678,30335.116315139116,47917.25756906839,-36976.971307676096,80937.8862692914,12110.844661541307,37255.8837820746,6897.526658159279,-11253.55619974439,-10281.922156658818,3225.706315362851,-14417.909969516193,4489.536452468909,6947.846726943537,-4754.21369994136,4204.959812444765,-1834.343328996761,868.9327673364221,-2108.507756440541,1705.51557976328,-578.1859522001165,2299.1980928207513,2593.632819240796,-871.7169551483945,-1956.165826531571,216.5472192990563,233.37704905526007,-494.2713526226353,-243.85165656343167,642.7136848901927,-3012.438948506292,-2880.1196161188545,734.832060168073,1507.9146493978515,1074.1416034548083,-1572.5406241468147,1376.8202400023026,-117.70492371614328,-1714.5221027890655,363.29015100958685,322.6329962785428,409.0543379551027
2341.789844111729,1381.9379061162958,-5240.72813434552,5971.554923993923,68.99734792118238,870.4033911418339,-759.0378383361179,-385.23952647077317,-467.8819757646738,-1763.6667620211022,1253.8128369024973,39.62889607922649,438.28186408810285,796.6816148967134,-367.1900012093004,-889.3511192632238,-158.55866100221226,-937.9826293901906,-8348.04610472332,-2697.8938130965225,-1049.6778104608297,-3363.2277192645006,-5343.847339167823,1279.9537548661579,-5163.34954845051,1200.372851244376,-982.5089241175671,-4166.447058075129,3241.3067347915417,-2205.486668750466,-3653.1545090060335,-2299.307748987124,1237.1216202266792,-3183.6382081128063,-3654.8226523241797,-14426.923176887718,-5321.411914220105,-14987.888802441887,-25601.408332980896,61425.545741490016,61499.33497380859,61806.51445959881,16059.830619298911,14985.231551160035,10370.308807479892,7906.208121851099,-5629.956920264879,5670.358600583692,-4865.212540957666,2194.7425696020787,622.3216207823891,-3165.1997701750042,-2451.696418103648,6158.542213969336,-1299.068899831583,594.8598128429269,-3656.565531512807,400.00464481266704,-646.0066340107998,-5497.6135580755845,3611.3019345064868,738.2008733191849,784.6874305828692,-613.2382998735028,-789.815406454575,-116.60321991711974,-2423.064931008321,302.7255567035128,944.6247772131428,-1599.7075659791708
15758.038124209208,3235.8404723885556,-7405.956807362155,8378.569125425673,769.0416747255233,180.85246480311415,-588.6288002189914,-415.9258539186879,-696.4829721140994,-576.3403895141364,470.40166038603166,-389.3150033467466,-131.51722912968583,951.8698379976371,367.2119050527453,-937.6081821414537,-761.8006880347644,0.29928696312135994,-6409.986356486496,-1448.317452339548,-2714.8078467558016,-1451.2616723860654,-5035.187077069829,-1229.321468696317,-4298.912168740859,-1242.2611424440418,-2597.3552971004597,-3165.2689058883907,-341.0414273955923,-1151.7359806956838,-279.158615210443,-1868.4311525117275,-2353.0697972303783,-3220.73212389286,-980.8261405781932,-3932.3927898973307,-356.4489453236183,-848.5377901678573,-2611.349986898579,4764.438806537139,-1717.2294422801451,-4640.748688964894,-2550.243272845633,-1468.5667792092745,-433.93221815767737,-3204.6150448458984,-4644.4495009249395,-1838.9338471843716,929.696246230182,-5216.6476795632625,-3886.680413032904,-2806.262972535712,3231.264743692607,-5502.461909626617,-2423.5992706174416,3427.5420642372223,5511.551506030975,-1166.8224702025543,-1122.9416840484685,13292.994384775668,-11308.450718338765,-6323.902783892872,327.9080661754756,1280.2764609265473,-9241.291097215148,779.3965020882433,23726.300867879865,-23127.43109472561,-8178.907579432829,87841.83123801227
-2884.5724072191824,2621.588189235129,-4440.01233820569,16614.823103267696,2816.7077669852474,2224.3903943039404,-1450.3174089543204,597.7680722737534,-1941.6775991885868,-2122.5598791216253,1280.848047902809,1053.092466147064,472.6795876080481,3463.1174179587774,-1717.8542634258627,345.16146906302225,-2099.105589073704,-366.47772577661436,-13529.524682376208,-1477.3980623974055,-3872.2297063096635,-6164.588020048959,-9509.65630485289,553.2944289006521,-7046.425778142975,-8336.325709108653,-9248.88747194203,-9935.312168847788,-5461.826648729366,5976.051148753902,21232.627755958794,-5514.239855049096,-21649.244191664027,-25910.036650815633,-36686.495890589016,56988.25197768676,41745.2719203613,-60692.823554388946,7788.2449203651895,-29299.01081388527,12148.633302933184,11986.01376210765,-3080.0928017595106,-416.0991270049165,3579.793636815271,3961.2892306848753,6321.136216217652,-3973.410817443845,324.2636279203293,2826.256366334341,-347.8727687393894,-3633.8822788580346,-3782.6347504368,438.34540202742534,-300.0997728309284,2489.742410091648,565.8959202215577,-962.8077375159031,-1894.7315262461657,-3349.8815809774,1860.910816716221,183.71706854273322,904.1871099130857,-1737.673418216566,263.5209251567756,869.0682927453096,-847.2744354090922,1063.7231750792716,-1446.4024490553554,-1830.5697278892842
12014.795809144165,3443.1854163265953,-7603.315665946272,9343.205431671478,1133.472060844611,635.9709618411679,-1156.2806685005596,-35.20616205734421,-1397.478627313464,-814.6366843267535,-127.9281149558658,-721.6499955209912,-773.7771540168218,1327.3776060241225,76.14805853130622,-71.54996180028918,-353.5332427182977,1344.9108015142651,-8257.172525558504,-1968.7426827799318,-3197.057020688801,-3688.1725156082634,-6650.476169495247,-1607.7027924965305,-3594.6697941272505,-1211.534994884202,-3678.049303641153,-4065.780950876905,-3355.9914780826816,-344.16282934428784,1072.5539137624182,-178.6004173325195,-825.7090557554749,-3072.8509940123204,-988.3456424182241,-4442.392988611463,-1853.5210946742036,308.8134470689928,-1378.8194850180048,4213.659392661715,-5550.9789546584525,-4737.168719706043,-49.60995564658014,-1509.243916541284,1581.16142681492,-3843.453092631637,-2274.9980076533216,-1766.1823153952403,974.5042626910412,-8111.204774064269,-2467.6997814716196,-5471.356539640163,4644.171928673646,-8399.649562373037,-9324.00021113028,4467.125234529941,-2813.663648520502,-11715.056532008612,-2490.6054306850024,18575.94375624795,-16746.330838827336,-20202.783518668104,-40422.974070811324,47288.03937850246,-64392.27606393212,-12191.342966782058,-34253.28015161417,11193.52302665104,-1194.3902485712163,-16453.544044605158
4326.277122150976,3268.986982369166,-6104.0353825741595,13335.995297788997,1967.3744208777432,2448.034162311465,-1696.2734537847691,461.8706675867177,-1198.087573742875,484.912540365093,498.2530047207489,246.70442342768953,-737.9684552091285,1721.4193364926107,417.6366729647256,-486.8442554659589,-1108.4519883606233,94.4434670350616,-11599.652162141267,-1509.5062302379388,-5540.134375759641,-5027.54566335763,-8475.527165933003,-1304.6135613967178,-6460.140116695698,-2848.3419270162317,-3469.7935819388863,-5061.176137042416,-1926.0652647021993,1480.6880134771518,2789.335123430951,1284.3648859139632,-7398.254274673332,-4807.6511127590875,343.7464076394293,-1995.9699155385333,-6961.738311225878,-662.5857722063542,-1278.4126765701624,12997.93160283156,-6394.070722252946,-9072.138520522858,9444.889005900499,-13514.318651247297,-14645.803601321539,-3876.5667821901,-41733.62572923727,-22277.4367692806,81074.7681953412,39374.916240479615,21489.940663838268,19344.231912918967,3373.1081571724976,9235.718760838708,1660.2171863849146,-4686.122210145906,10025.369460435986,5503.9320581005695,-1598.6635902753053,-7724.563764497636,9658.028031595522,4885.353751797585,544.4188354674859,2512.3158307766917,2449.8945694975764,-175.5102383459057,-1609.1408149877286,5054.094820108394,-1766.9271311255895,-2926.5673927822736
